,Data,Temperatura Mínima,Temperatura Máxima,"('Data', 'Temperatura mínima', 'Temperatura máxima')"
5777,1976-10-15,26.1,35.5,1976-10-15
5778,1976-10-16,26.0,35.6,1976-10-16
5779,1976-10-17,23.4,31.7,1976-10-17
5780,1976-10-18,25.4,34.1,1976-10-18
5781,1976-10-19,25.4,34.1,1976-10-19
5782,1976-10-20,23.3,31.0,1976-10-20
5783,1976-10-21,22.1,29.2,1976-10-21
5784,1976-10-22,21.9,31.5,1976-10-22
5785,1976-10-23,24.1,33.5,1976-10-23
5786,1976-10-24,25.4,31.9,1976-10-24
5787,1976-10-25,24.4,33.6,1976-10-25
5788,1976-10-26,26.0,34.6,1976-10-26
5789,1976-10-27,26.3,32.7,1976-10-27
5790,1976-10-28,24.1,33.5,1976-10-28
5791,1976-10-29,25.1,34.4,1976-10-29
5792,1976-10-30,24.2,32.5,1976-10-30
5793,1976-10-31,24.2,33.6,1976-10-31
5794,1976-11-01,25.6,34.4,1976-11-01
5795,1976-11-02,26.3,34.9,1976-11-02
5796,1976-11-03,25.8,35.2,1976-11-03
5797,1976-11-04,25.9,35.5,1976-11-04
5798,1976-11-05,26.0,36.0,1976-11-05
5799,1976-11-06,25.9,35.7,1976-11-06
5800,1976-11-07,26.2,33.2,1976-11-07
5801,1976-11-08,25.9,34.8,1976-11-08
5802,1976-11-09,24.6,33.5,1976-11-09
5803,1976-11-10,25.5,34.3,1976-11-10
5804,1976-11-11,23.1,29.3,1976-11-11
5805,1976-11-12,23.0,32.0,1976-11-12
5806,1976-11-13,23.5,32.8,1976-11-13
5807,1976-11-14,25.0,32.6,1976-11-14
5808,1976-11-15,24.1,33.4,1976-11-15
5809,1976-11-16,24.0,32.2,1976-11-16
5810,1976-11-17,24.6,32.6,1976-11-17
5811,1976-11-18,22.9,33.1,1976-11-18
5812,1976-11-19,25.7,31.5,1976-11-19
5813,1976-11-20,20.4,28.4,1976-11-20
5814,1976-11-21,23.0,31.8,1976-11-21
5815,1976-11-22,22.0,27.4,1976-11-22
5816,1976-11-23,21.3,31.3,1976-11-23
5817,1976-11-24,24.0,33.1,1976-11-24
5818,1976-11-25,23.0,31.5,1976-11-25
5819,1976-11-26,24.2,32.0,1976-11-26
5820,1976-11-27,23.8,31.3,1976-11-27
5821,1976-11-28,25.4,29.7,1976-11-28
5822,1976-11-29,24.1,31.0,1976-11-29
5823,1976-11-30,22.6,30.9,1976-11-30
5824,1976-12-01,23.2,32.4,1976-12-01
5825,1976-12-02,24.4,30.5,1976-12-02
5826,1976-12-03,22.5,31.5,1976-12-03
5827,1976-12-04,22.8,28.0,1976-12-04
5828,1976-12-05,22.9,31.3,1976-12-05
5829,1976-12-06,23.6,31.3,1976-12-06
5830,1976-12-07,23.6,33.3,1976-12-07
5831,1976-12-08,24.2,33.9,1976-12-08
5832,1976-12-09,24.5,34.3,1976-12-09
5833,1976-12-10,24.5,34.4,1976-12-10
5834,1976-12-11,24.6,33.7,1976-12-11
5835,1976-12-12,24.2,32.7,1976-12-12
5836,1976-12-13,24.6,34.2,1976-12-13
5837,1976-12-14,24.4,34.2,1976-12-14
5838,1976-12-15,25.0,34.4,1976-12-15
5839,1976-12-16,24.5,34.0,1976-12-16
5840,1976-12-17,26.7,33.4,1976-12-17
5841,1976-12-18,23.4,30.4,1976-12-18
5842,1976-12-19,23.5,30.9,1976-12-19
5843,1976-12-20,24.1,29.5,1976-12-20
5844,1976-12-21,22.4,27.7,1976-12-21
5845,1976-12-22,23.4,31.2,1976-12-22
5846,1976-12-23,23.6,32.4,1976-12-23
5847,1976-12-24,24.4,31.1,1976-12-24
5848,1976-12-25,23.4,27.8,1976-12-25
5849,1976-12-26,23.6,28.7,1976-12-26
5850,1976-12-27,23.9,32.7,1976-12-27
5851,1976-12-28,22.4,27.7,1976-12-28
5852,1976-12-29,23.6,28.7,1976-12-29
5853,1976-12-30,24.0,29.6,1976-12-30
5854,1976-12-31,24.2,28.9,1976-12-31
5855,1977-01-01,22.6,28.8,1977-01-01
5856,1977-01-02,22.7,31.1,1977-01-02
5857,1977-01-03,23.4,31.7,1977-01-03
5858,1977-01-04,23.1,31.0,1977-01-04
5859,1977-01-05,24.4,31.1,1977-01-05
5860,1977-01-06,24.0,30.6,1977-01-06
5861,1977-01-07,24.3,30.7,1977-01-07
5862,1977-01-08,24.1,29.1,1977-01-08
5863,1977-01-09,23.1,31.0,1977-01-09
5864,1977-01-10,23.4,30.0,1977-01-10
5865,1977-01-11,24.4,29.7,1977-01-11
5866,1977-01-12,23.4,30.9,1977-01-12
5867,1977-01-13,23.4,29.5,1977-01-13
5868,1977-01-14,23.4,29.9,1977-01-14
5869,1977-01-15,23.4,28.4,1977-01-15
5870,1977-01-16,23.0,30.8,1977-01-16
5871,1977-01-17,24.4,31.4,1977-01-17
5872,1977-01-18,24.5,31.0,1977-01-18
5873,1977-01-19,24.4,32.3,1977-01-19
5874,1977-01-20,24.1,32.5,1977-01-20
5875,1977-01-21,24.5,31.2,1977-01-21
5876,1977-01-22,23.6,33.4,1977-01-22
5877,1977-01-23,25.3,33.0,1977-01-23
5878,1977-01-24,26.1,33.6,1977-01-24
5879,1977-01-25,24.6,32.3,1977-01-25
5880,1977-01-26,24.3,33.5,1977-01-26
5881,1977-01-27,22.9,33.2,1977-01-27
5882,1977-01-28,22.2,29.9,1977-01-28
5883,1977-01-29,23.2,31.0,1977-01-29
5884,1977-01-30,22.6,32.5,1977-01-30
5885,1977-01-31,24.4,31.0,1977-01-31
5886,1977-02-01,23.7,31.7,1977-02-01
5887,1977-02-02,22.2,27.0,1977-02-02
5888,1977-02-03,22.0,29.5,1977-02-03
5889,1977-02-04,20.6,31.0,1977-02-04
5890,1977-02-05,22.8,31.0,1977-02-05
5891,1977-02-06,21.6,29.2,1977-02-06
5892,1977-02-07,22.6,30.1,1977-02-07
5893,1977-02-08,21.0,30.9,1977-02-08
5894,1977-02-09,22.4,31.0,1977-02-09
5895,1977-02-10,22.0,31.3,1977-02-10
5896,1977-02-11,22.5,30.6,1977-02-11
5897,1977-02-12,22.2,29.5,1977-02-12
5898,1977-02-13,22.2,29.4,1977-02-13
5899,1977-02-14,22.6,25.4,1977-02-14
5900,1977-02-15,21.7,31.4,1977-02-15
5901,1977-02-16,22.5,31.0,1977-02-16
5902,1977-02-17,22.2,29.9,1977-02-17
5903,1977-02-18,22.5,26.0,1977-02-18
5904,1977-02-19,21.8,27.8,1977-02-19
5905,1977-02-20,20.4,28.5,1977-02-20
5906,1977-02-21,22.4,29.0,1977-02-21
5907,1977-02-22,22.4,29.6,1977-02-22
5908,1977-02-23,22.3,29.5,1977-02-23
5909,1977-02-24,22.7,29.4,1977-02-24
5910,1977-02-25,22.6,28.5,1977-02-25
5911,1977-02-26,22.0,28.9,1977-02-26
5912,1977-02-27,21.2,31.4,1977-02-27
5913,1977-02-28,22.0,30.7,1977-02-28
5914,1977-03-01,22.2,27.8,1977-03-01
5915,1977-03-02,22.4,31.4,1977-03-02
5916,1977-03-03,22.3,29.3,1977-03-03
5917,1977-03-04,22.7,31.2,1977-03-04
5918,1977-03-05,23.0,30.4,1977-03-05
5919,1977-03-06,22.3,31.0,1977-03-06
5920,1977-03-07,23.0,28.2,1977-03-07
5921,1977-03-08,22.0,31.4,1977-03-08
5922,1977-03-09,22.0,30.0,1977-03-09
5923,1977-03-10,22.0,28.5,1977-03-10
5924,1977-03-11,23.4,28.7,1977-03-11
5925,1977-03-12,22.4,29.2,1977-03-12
5926,1977-03-13,22.2,29.8,1977-03-13
5927,1977-03-14,22.2,28.0,1977-03-14
5928,1977-03-15,22.0,31.4,1977-03-15
5929,1977-03-16,22.9,32.3,1977-03-16
5930,1977-03-17,22.5,30.2,1977-03-17
5931,1977-03-18,21.4,29.2,1977-03-18
5932,1977-03-19,21.3,28.9,1977-03-19
5933,1977-03-20,22.2,28.2,1977-03-20
5934,1977-03-21,21.5,30.2,1977-03-21
5935,1977-03-22,21.0,27.3,1977-03-22
5936,1977-03-23,21.8,26.0,1977-03-23
5937,1977-03-24,22.3,28.3,1977-03-24
5938,1977-03-25,23.0,29.4,1977-03-25
5939,1977-03-26,22.6,31.3,1977-03-26
5940,1977-03-27,22.0,31.4,1977-03-27
5941,1977-03-28,22.0,31.8,1977-03-28
5942,1977-03-29,21.8,31.1,1977-03-29
5943,1977-03-30,21.7,27.1,1977-03-30
5944,1977-03-31,22.0,30.0,1977-03-31
5945,1977-04-01,22.4,31.2,1977-04-01
5946,1977-04-02,22.4,27.0,1977-04-02
5947,1977-04-03,22.0,25.6,1977-04-03
5948,1977-04-04,21.8,28.7,1977-04-04
5949,1977-04-05,22.0,31.3,1977-04-05
5950,1977-04-06,22.6,31.4,1977-04-06
5951,1977-04-07,22.5,31.0,1977-04-07
5952,1977-04-08,22.2,32.0,1977-04-08
5953,1977-04-09,22.1,31.4,1977-04-09
5954,1977-04-10,23.0,32.5,1977-04-10
5955,1977-04-11,22.4,32.0,1977-04-11
5956,1977-04-12,23.4,30.4,1977-04-12
5957,1977-04-13,23.0,27.2,1977-04-13
5958,1977-04-14,22.0,31.2,1977-04-14
5959,1977-04-15,22.8,29.5,1977-04-15
5960,1977-04-16,23.8,27.2,1977-04-16
5961,1977-04-17,23.5,29.3,1977-04-17
5962,1977-04-18,22.7,27.4,1977-04-18
5963,1977-04-19,22.0,32.1,1977-04-19
5964,1977-04-20,23.2,26.5,1977-04-20
5965,1977-04-21,22.0,30.2,1977-04-21
5966,1977-04-22,22.5,30.6,1977-04-22
5967,1977-04-23,22.9,31.4,1977-04-23
5968,1977-04-24,22.6,28.8,1977-04-24
5969,1977-04-25,22.4,30.7,1977-04-25
5970,1977-04-26,22.8,27.7,1977-04-26
5971,1977-04-27,24.2,30.2,1977-04-27
5972,1977-04-28,22.7,30.6,1977-04-28
5973,1977-04-29,22.0,32.6,1977-04-29
5974,1977-04-30,22.0,31.0,1977-04-30
5975,1977-05-01,21.7,29.0,1977-05-01
5976,1977-05-02,22.2,32.2,1977-05-02
5977,1977-05-03,23.5,31.5,1977-05-03
5978,1977-05-04,23.5,29.0,1977-05-04
5979,1977-05-05,22.9,30.7,1977-05-05
5980,1977-05-06,22.5,28.0,1977-05-06
5981,1977-05-07,22.1,30.4,1977-05-07
5982,1977-05-08,21.9,31.7,1977-05-08
5983,1977-05-09,23.5,30.1,1977-05-09
5984,1977-05-10,22.5,31.3,1977-05-10
5985,1977-05-11,23.1,31.3,1977-05-11
5986,1977-05-12,22.2,29.0,1977-05-12
5987,1977-05-13,22.5,31.2,1977-05-13
5988,1977-05-14,23.1,30.8,1977-05-14
5989,1977-05-15,23.0,30.5,1977-05-15
5990,1977-05-16,22.4,27.5,1977-05-16
5991,1977-05-17,22.0,26.6,1977-05-17
5992,1977-05-18,19.8,24.4,1977-05-18
5993,1977-05-19,21.0,25.7,1977-05-19
5994,1977-05-20,22.5,28.0,1977-05-20
5995,1977-05-21,22.2,29.6,1977-05-21
5996,1977-05-22,22.3,30.1,1977-05-22
5997,1977-05-23,23.0,30.8,1977-05-23
5998,1977-05-24,22.4,30.3,1977-05-24
5999,1977-05-25,22.5,30.8,1977-05-25
6000,1977-05-26,22.2,30.1,1977-05-26
6001,1977-05-27,22.3,30.2,1977-05-27
6002,1977-05-28,23.0,31.3,1977-05-28
6003,1977-05-29,23.1,30.1,1977-05-29
6004,1977-05-30,21.0,28.5,1977-05-30
6005,1977-05-31,20.1,28.7,1977-05-31
6006,1977-06-01,21.7,30.1,1977-06-01
6007,1977-06-02,22.0,30.6,1977-06-02
6008,1977-06-03,22.4,29.9,1977-06-03
6009,1977-06-04,22.5,30.8,1977-06-04
6010,1977-06-05,22.4,31.0,1977-06-05
6011,1977-06-06,21.2,30.2,1977-06-06
6012,1977-06-07,21.2,31.5,1977-06-07
6013,1977-06-08,22.1,31.4,1977-06-08
6014,1977-06-09,22.0,28.6,1977-06-09
6015,1977-06-10,22.3,30.2,1977-06-10
6016,1977-06-11,20.8,29.8,1977-06-11
6017,1977-06-12,21.9,27.0,1977-06-12
6018,1977-06-13,20.5,29.6,1977-06-13
6019,1977-06-14,21.5,31.5,1977-06-14
6020,1977-06-15,21.4,31.7,1977-06-15
6021,1977-06-16,21.6,31.9,1977-06-16
6022,1977-06-17,21.4,33.0,1977-06-17
6023,1977-06-18,22.1,31.8,1977-06-18
6024,1977-06-19,22.0,30.7,1977-06-19
6025,1977-06-20,22.6,29.4,1977-06-20
6026,1977-06-21,21.5,31.4,1977-06-21
6027,1977-06-22,21.3,32.2,1977-06-22
6028,1977-06-23,22.6,30.4,1977-06-23
6029,1977-06-24,21.8,31.3,1977-06-24
6030,1977-06-25,21.4,31.3,1977-06-25
6031,1977-06-26,22.7,30.6,1977-06-26
6032,1977-06-27,22.6,27.5,1977-06-27
6033,1977-06-28,22.0,30.6,1977-06-28
6034,1977-06-29,22.3,31.0,1977-06-29
6035,1977-06-30,21.2,31.0,1977-06-30
6036,1977-07-01,21.5,30.7,1977-07-01
6037,1977-07-02,22.0,30.6,1977-07-02
6038,1977-07-03,21.9,29.9,1977-07-03
6039,1977-07-04,22.5,31.4,1977-07-04
6040,1977-07-05,22.1,31.0,1977-07-05
6041,1977-07-06,22.4,28.5,1977-07-06
6042,1977-07-07,22.1,30.5,1977-07-07
6043,1977-07-08,22.2,30.8,1977-07-08
6044,1977-07-09,21.6,30.7,1977-07-09
6045,1977-07-10,22.0,31.7,1977-07-10
6046,1977-07-11,21.8,32.2,1977-07-11
6047,1977-07-12,22.0,30.2,1977-07-12
6048,1977-07-13,22.5,29.9,1977-07-13
6049,1977-07-14,21.7,31.4,1977-07-14
6050,1977-07-15,22.2,31.7,1977-07-15
6051,1977-07-16,21.7,32.8,1977-07-16
6052,1977-07-17,22.0,33.0,1977-07-17
6053,1977-07-18,21.7,33.0,1977-07-18
6054,1977-07-19,22.2,31.2,1977-07-19
6055,1977-07-20,22.3,31.8,1977-07-20
6056,1977-07-21,20.6,33.1,1977-07-21
6057,1977-07-22,21.6,33.6,1977-07-22
6058,1977-07-23,22.2,32.8,1977-07-23
6059,1977-07-24,22.7,32.4,1977-07-24
6060,1977-07-25,21.7,33.3,1977-07-25
6061,1977-07-26,22.6,33.1,1977-07-26
6062,1977-07-27,23.6,32.8,1977-07-27
6063,1977-07-28,22.8,32.6,1977-07-28
6064,1977-07-29,22.0,32.7,1977-07-29
6065,1977-07-30,21.5,32.9,1977-07-30
6066,1977-07-31,22.5,33.8,1977-07-31
6067,1977-08-01,21.8,33.5,1977-08-01
6068,1977-08-02,22.1,33.7,1977-08-02
6069,1977-08-03,22.8,32.0,1977-08-03
6070,1977-08-04,22.8,32.8,1977-08-04
6071,1977-08-05,22.1,33.2,1977-08-05
6072,1977-08-06,23.2,33.3,1977-08-06
6073,1977-08-07,21.3,33.6,1977-08-07
6074,1977-08-08,21.9,34.8,1977-08-08
6075,1977-08-09,23.0,33.2,1977-08-09
6076,1977-08-10,21.9,32.6,1977-08-10
6077,1977-08-11,21.6,33.0,1977-08-11
6078,1977-08-12,22.8,32.6,1977-08-12
6079,1977-08-13,22.0,33.2,1977-08-13
6080,1977-08-14,22.6,33.2,1977-08-14
6081,1977-08-15,23.3,34.0,1977-08-15
6082,1977-08-16,22.8,33.5,1977-08-16
6083,1977-08-17,20.1,33.6,1977-08-17
6084,1977-08-18,21.4,34.6,1977-08-18
6085,1977-08-19,21.9,30.5,1977-08-19
6086,1977-08-20,24.0,33.7,1977-08-20
6087,1977-08-21,21.0,33.4,1977-08-21
6088,1977-08-22,21.2,34.4,1977-08-22
6089,1977-08-23,22.1,34.1,1977-08-23
6090,1977-08-24,23.3,33.3,1977-08-24
6091,1977-08-25,24.4,33.2,1977-08-25
6092,1977-08-26,23.1,33.7,1977-08-26
6093,1977-08-27,22.5,35.0,1977-08-27
6094,1977-08-28,22.0,34.5,1977-08-28
6095,1977-08-29,22.2,34.5,1977-08-29
6096,1977-08-30,22.5,34.3,1977-08-30
6097,1977-08-31,23.2,34.7,1977-08-31
6098,1977-09-01,23.0,34.9,1977-09-01
6099,1977-09-02,22.9,34.3,1977-09-02
6100,1977-09-03,22.2,31.6,1977-09-03
6101,1977-09-04,22.3,33.0,1977-09-04
6102,1977-09-05,20.6,32.7,1977-09-05
6103,1977-09-06,22.1,33.0,1977-09-06
6104,1977-09-07,22.5,33.8,1977-09-07
6105,1977-09-08,22.3,34.5,1977-09-08
6106,1977-09-09,22.8,34.3,1977-09-09
6107,1977-09-10,23.6,34.5,1977-09-10
6108,1977-09-11,23.8,34.6,1977-09-11
6109,1977-09-12,22.0,34.5,1977-09-12
6110,1977-09-13,22.0,34.5,1977-09-13
6111,1977-09-14,24.0,33.6,1977-09-14
6112,1977-09-15,22.0,34.2,1977-09-15
6113,1977-09-16,22.2,33.8,1977-09-16
6114,1977-09-17,22.6,33.3,1977-09-17
6115,1977-09-18,22.0,32.0,1977-09-18
6116,1977-09-19,22.2,34.5,1977-09-19
6117,1977-09-20,22.0,34.2,1977-09-20
6118,1977-09-21,23.6,35.1,1977-09-21
6119,1977-09-22,23.5,33.9,1977-09-22
6120,1977-09-23,22.6,32.4,1977-09-23
6121,1977-09-24,22.6,33.5,1977-09-24
6122,1977-09-25,24.0,34.4,1977-09-25
6123,1977-09-26,21.5,28.4,1977-09-26
6124,1977-09-27,22.3,31.7,1977-09-27
6125,1977-09-28,21.6,27.6,1977-09-28
6126,1977-09-29,22.9,31.8,1977-09-29
6127,1977-09-30,22.4,32.2,1977-09-30
6128,1977-10-01,22.5,30.0,1977-10-01
6129,1977-10-02,22.4,32.5,1977-10-02
6130,1977-10-03,23.0,31.4,1977-10-03
6131,1977-10-04,23.0,31.8,1977-10-04
6132,1977-10-05,21.6,33.6,1977-10-05
6133,1977-10-06,23.2,33.6,1977-10-06
6134,1977-10-07,22.4,28.3,1977-10-07
6135,1977-10-08,22.7,32.0,1977-10-08
6136,1977-10-09,23.0,34.0,1977-10-09
6137,1977-10-10,22.8,34.2,1977-10-10
6138,1977-10-11,23.9,33.6,1977-10-11
6139,1977-10-12,23.6,32.8,1977-10-12
6140,1977-10-13,22.7,32.2,1977-10-13
6141,1977-10-14,23.4,32.8,1977-10-14
6142,1977-10-15,21.3,30.8,1977-10-15
6143,1977-10-16,22.6,30.4,1977-10-16
6144,1977-10-17,22.6,31.5,1977-10-17
6145,1977-10-18,23.7,33.5,1977-10-18
6146,1977-10-19,23.2,32.1,1977-10-19
6147,1977-10-20,23.3,28.2,1977-10-20
6148,1977-10-21,22.8,33.3,1977-10-21
6149,1977-10-22,22.5,34.2,1977-10-22
6150,1977-10-23,22.0,32.0,1977-10-23
6151,1977-10-24,22.4,31.2,1977-10-24
6152,1977-10-25,22.0,30.7,1977-10-25
6153,1977-10-26,22.0,33.2,1977-10-26
6154,1977-10-27,22.8,28.4,1977-10-27
6155,1977-10-28,22.7,32.4,1977-10-28
6156,1977-10-29,22.8,32.0,1977-10-29
6157,1977-10-30,21.5,32.0,1977-10-30
6158,1977-10-31,22.1,33.9,1977-10-31
6159,1977-11-01,23.9,33.8,1977-11-01
6160,1977-11-02,24.3,34.0,1977-11-02
6161,1977-11-03,23.1,33.8,1977-11-03
6162,1977-11-04,24.7,33.9,1977-11-04
6163,1977-11-05,23.8,31.9,1977-11-05
6164,1977-11-06,23.1,33.7,1977-11-06
6165,1977-11-07,23.1,31.2,1977-11-07
6166,1977-11-08,22.9,30.4,1977-11-08
6167,1977-11-09,22.7,30.3,1977-11-09
6168,1977-11-10,22.3,32.1,1977-11-10
6169,1977-11-11,22.2,32.9,1977-11-11
6170,1977-11-12,23.0,33.6,1977-11-12
6171,1977-11-13,22.2,29.4,1977-11-13
6172,1977-11-14,22.2,31.2,1977-11-14
6173,1977-11-15,20.8,27.8,1977-11-15
6174,1977-11-16,22.3,28.4,1977-11-16
6175,1977-11-17,22.4,32.2,1977-11-17
6176,1977-11-18,22.0,33.3,1977-11-18
6177,1977-11-19,24.1,33.5,1977-11-19
6178,1977-11-20,24.4,33.7,1977-11-20
6179,1977-11-21,23.6,33.4,1977-11-21
6180,1977-11-22,23.7,34.4,1977-11-22
6181,1977-11-23,24.3,34.2,1977-11-23
6182,1977-11-24,23.2,34.0,1977-11-24
6183,1977-11-25,23.1,34.5,1977-11-25
6184,1977-11-26,24.0,34.4,1977-11-26
6185,1977-11-27,23.2,35.5,1977-11-27
6186,1977-11-28,24.4,32.7,1977-11-28
6187,1977-11-29,23.4,33.1,1977-11-29
6188,1977-11-30,23.0,30.7,1977-11-30
6189,1977-12-01,22.6,31.8,1977-12-01
6190,1977-12-02,23.2,27.7,1977-12-02
6191,1977-12-03,23.0,30.3,1977-12-03
6192,1977-12-04,22.2,28.7,1977-12-04
6193,1977-12-05,21.8,32.8,1977-12-05
6194,1977-12-06,23.3,32.0,1977-12-06
6195,1977-12-07,23.5,30.5,1977-12-07
6196,1977-12-08,23.0,29.4,1977-12-08
6197,1977-12-09,21.8,28.5,1977-12-09
6198,1977-12-10,22.0,27.2,1977-12-10
6199,1977-12-11,22.1,29.6,1977-12-11
6200,1977-12-12,22.0,29.7,1977-12-12
6201,1977-12-13,22.0,30.5,1977-12-13
6202,1977-12-14,22.2,28.0,1977-12-14
6203,1977-12-15,22.0,31.8,1977-12-15
6204,1977-12-16,23.0,31.7,1977-12-16
6205,1977-12-17,23.8,31.2,1977-12-17
6206,1977-12-18,23.8,31.4,1977-12-18
6207,1977-12-19,23.5,30.8,1977-12-19
6208,1977-12-20,22.7,32.0,1977-12-20
6209,1977-12-21,23.8,31.8,1977-12-21
6210,1977-12-22,22.7,31.4,1977-12-22
6211,1977-12-23,22.0,32.1,1977-12-23
6212,1977-12-24,23.0,29.1,1977-12-24
6213,1977-12-25,23.7,29.2,1977-12-25
6214,1977-12-26,21.8,32.0,1977-12-26
6215,1977-12-27,23.8,31.3,1977-12-27
6216,1977-12-28,23.6,31.3,1977-12-28
6217,1977-12-29,23.6,32.3,1977-12-29
6218,1977-12-30,23.2,31.1,1977-12-30
6219,1977-12-31,22.4,32.4,1977-12-31
6220,1978-01-01,24.4,30.3,1978-01-01
6221,1978-01-02,22.9,29.0,1978-01-02
6222,1978-01-03,23.8,30.0,1978-01-03
6223,1978-01-04,22.4,30.2,1978-01-04
6224,1978-01-05,22.7,29.5,1978-01-05
6225,1978-01-06,21.7,28.6,1978-01-06
6226,1978-01-07,23.0,29.5,1978-01-07
6227,1978-01-08,23.0,28.7,1978-01-08
6228,1978-01-09,22.5,26.0,1978-01-09
6229,1978-01-10,21.8,29.8,1978-01-10
6230,1978-01-11,22.1,32.5,1978-01-11
6231,1978-01-12,22.6,31.5,1978-01-12
6232,1978-01-13,23.0,31.8,1978-01-13
6233,1978-01-14,23.7,32.8,1978-01-14
6234,1978-01-15,23.4,33.6,1978-01-15
6235,1978-01-16,22.0,30.2,1978-01-16
6236,1978-01-17,21.3,30.4,1978-01-17
6237,1978-01-18,23.4,31.0,1978-01-18
6238,1978-01-19,23.9,30.8,1978-01-19
6239,1978-01-20,22.0,30.0,1978-01-20
6240,1978-01-21,21.8,31.8,1978-01-21
6241,1978-01-22,21.9,30.1,1978-01-22
6242,1978-01-23,22.4,31.6,1978-01-23
6243,1978-01-24,23.0,31.4,1978-01-24
6244,1978-01-25,21.8,26.2,1978-01-25
6245,1978-01-26,21.6,29.4,1978-01-26
6246,1978-01-27,22.4,31.7,1978-01-27
6247,1978-01-28,23.3,32.5,1978-01-28
6248,1978-01-29,22.6,30.2,1978-01-29
6249,1978-01-30,22.7,31.7,1978-01-30
6250,1978-01-31,22.0,28.7,1978-01-31
6251,1978-02-01,21.5,31.3,1978-02-01
6252,1978-02-02,22.8,29.7,1978-02-02
6253,1978-02-03,22.6,27.3,1978-02-03
6254,1978-02-04,22.7,30.3,1978-02-04
6255,1978-02-05,22.8,27.2,1978-02-05
6256,1978-02-06,22.4,28.3,1978-02-06
6257,1978-02-07,21.4,31.6,1978-02-07
6258,1978-02-08,23.0,28.5,1978-02-08
6259,1978-02-09,23.2,28.7,1978-02-09
6260,1978-02-10,22.5,32.2,1978-02-10
6261,1978-02-11,22.8,35.0,1978-02-11
6262,1978-02-12,24.0,33.4,1978-02-12
6263,1978-02-13,22.4,33.3,1978-02-13
6264,1978-02-14,24.0,32.9,1978-02-14
6265,1978-02-15,23.5,31.3,1978-02-15
6266,1978-02-16,23.8,29.3,1978-02-16
6267,1978-02-17,23.0,30.5,1978-02-17
6268,1978-02-18,23.6,31.2,1978-02-18
6269,1978-02-19,23.6,31.7,1978-02-19
6270,1978-02-20,22.7,30.7,1978-02-20
6271,1978-02-21,22.3,29.1,1978-02-21
6272,1978-02-22,22.0,26.7,1978-02-22
6273,1978-02-23,22.6,32.2,1978-02-23
6274,1978-02-24,23.4,30.7,1978-02-24
6275,1978-02-25,23.5,30.3,1978-02-25
6276,1978-02-26,24.4,29.6,1978-02-26
6277,1978-02-27,23.0,27.7,1978-02-27
6278,1978-02-28,22.8,31.6,1978-02-28
6279,1978-03-01,23.2,28.6,1978-03-01
6280,1978-03-02,22.4,32.0,1978-03-02
6281,1978-03-03,21.2,29.9,1978-03-03
6282,1978-03-04,22.9,31.7,1978-03-04
6283,1978-03-05,22.0,31.4,1978-03-05
6284,1978-03-06,21.0,31.3,1978-03-06
6285,1978-03-07,22.6,33.0,1978-03-07
6286,1978-03-08,20.0,27.3,1978-03-08
6287,1978-03-09,20.2,31.5,1978-03-09
6288,1978-03-10,21.8,24.8,1978-03-10
6289,1978-03-11,20.3,31.6,1978-03-11
6290,1978-03-12,23.6,34.4,1978-03-12
6291,1978-03-13,24.0,33.8,1978-03-13
6292,1978-03-14,23.2,31.2,1978-03-14
6293,1978-03-15,23.6,31.5,1978-03-15
6294,1978-03-16,23.4,31.6,1978-03-16
6295,1978-03-17,21.9,30.7,1978-03-17
6296,1978-03-18,23.3,30.7,1978-03-18
6297,1978-03-19,23.3,28.6,1978-03-19
6298,1978-03-20,23.7,29.4,1978-03-20
6299,1978-03-21,23.6,30.2,1978-03-21
6300,1978-03-22,23.4,30.5,1978-03-22
6301,1978-03-23,23.9,30.6,1978-03-23
6302,1978-03-24,22.0,29.8,1978-03-24
6303,1978-03-25,23.1,32.3,1978-03-25
6304,1978-03-26,24.0,32.3,1978-03-26
6305,1978-03-27,22.4,31.0,1978-03-27
6306,1978-03-28,23.3,28.5,1978-03-28
6307,1978-03-29,22.6,27.0,1978-03-29
6308,1978-03-30,22.3,29.6,1978-03-30
6309,1978-03-31,21.3,31.6,1978-03-31
6310,1978-04-01,22.9,32.4,1978-04-01
6311,1978-04-02,24.3,32.3,1978-04-02
6312,1978-04-03,23.1,27.1,1978-04-03
6313,1978-04-04,22.3,31.1,1978-04-04
6314,1978-04-05,22.7,32.6,1978-04-05
6315,1978-04-06,23.5,32.5,1978-04-06
6316,1978-04-07,23.7,32.5,1978-04-07
6317,1978-04-08,23.3,27.2,1978-04-08
6318,1978-04-09,23.4,28.2,1978-04-09
6319,1978-04-10,23.1,30.7,1978-04-10
6320,1978-04-11,23.0,33.1,1978-04-11
6321,1978-04-12,22.9,32.6,1978-04-12
6322,1978-04-13,24.1,28.6,1978-04-13
6323,1978-04-14,23.5,28.2,1978-04-14
6324,1978-04-15,22.5,30.0,1978-04-15
6325,1978-04-16,23.1,30.5,1978-04-16
6326,1978-04-17,22.2,30.2,1978-04-17
6327,1978-04-18,24.7,32.1,1978-04-18
6328,1978-04-19,23.3,28.0,1978-04-19
6329,1978-04-20,21.4,32.3,1978-04-20
6330,1978-04-21,22.8,32.0,1978-04-21
6331,1978-04-22,23.3,31.0,1978-04-22
6332,1978-04-23,22.1,30.2,1978-04-23
6333,1978-04-24,23.3,32.6,1978-04-24
