,Data,Temperatura Mínima,Temperatura Máxima,"('Data', 'Temperatura mínima', 'Temperatura máxima')"
17282,2008-04-15,22.4,32.9,2008-04-15
17283,2008-04-16,22.4,32.3,2008-04-16
17284,2008-04-17,23.5,27.5,2008-04-17
17285,2008-04-18,23.2,28.3,2008-04-18
17286,2008-04-19,23.7,30.3,2008-04-19
17287,2008-04-20,23.9,31.7,2008-04-20
17288,2008-04-21,22.8,32.0,2008-04-21
17289,2008-04-22,24.9,33.7,2008-04-22
17290,2008-04-23,24.1,30.3,2008-04-23
17291,2008-04-24,24.1,32.1,2008-04-24
17292,2008-04-25,23.9,33.1,2008-04-25
17293,2008-04-26,22.2,32.5,2008-04-26
17294,2008-04-27,24.3,32.9,2008-04-27
17295,2008-04-28,23.5,30.9,2008-04-28
17296,2008-04-29,23.2,28.7,2008-04-29
17297,2008-04-30,23.0,32.5,2008-04-30
17298,2008-05-01,22.6,29.9,2008-05-01
17299,2008-05-02,23.5,27.9,2008-05-02
17300,2008-05-03,23.0,31.1,2008-05-03
17301,2008-05-04,23.0,26.3,2008-05-04
17302,2008-05-05,22.8,28.9,2008-05-05
17303,2008-05-06,23.5,32.1,2008-05-06
17304,2008-05-07,22.4,29.7,2008-05-07
17305,2008-05-08,22.4,30.1,2008-05-08
17306,2008-05-09,23.7,29.1,2008-05-09
17307,2008-05-10,23.2,32.5,2008-05-10
17308,2008-05-11,23.0,31.7,2008-05-11
17309,2008-05-12,23.0,28.5,2008-05-12
17310,2008-05-13,23.0,29.9,2008-05-13
17311,2008-05-14,24.3,31.7,2008-05-14
17312,2008-05-15,23.5,32.7,2008-05-15
17313,2008-05-16,23.7,31.3,2008-05-16
17314,2008-05-17,24.3,33.3,2008-05-17
17315,2008-05-18,24.1,31.5,2008-05-18
17316,2008-05-19,23.7,32.3,2008-05-19
17317,2008-05-20,23.5,30.8,2008-05-20
17318,2008-05-21,24.9,33.1,2008-05-21
17319,2008-05-22,24.3,33.1,2008-05-22
17320,2008-05-23,23.5,33.1,2008-05-23
17321,2008-05-24,23.9,27.7,2008-05-24
17322,2008-05-25,23.9,30.7,2008-05-25
17323,2008-05-26,22.8,30.5,2008-05-26
17324,2008-05-27,22.8,32.3,2008-05-27
17325,2008-05-28,23.5,32.1,2008-05-28
17326,2008-05-29,23.7,31.1,2008-05-29
17327,2008-05-30,23.1,26.7,2008-05-30
17328,2008-05-31,23.2,28.5,2008-05-31
17329,2008-06-01,22.7,29.5,2008-06-01
17330,2008-06-02,21.6,30.3,2008-06-02
17331,2008-06-03,23.0,31.3,2008-06-03
17332,2008-06-04,23.9,30.7,2008-06-04
17333,2008-06-05,23.2,29.1,2008-06-05
17334,2008-06-06,23.5,31.9,2008-06-06
17335,2008-06-07,23.0,30.7,2008-06-07
17336,2008-06-08,23.7,32.7,2008-06-08
17337,2008-06-09,22.4,32.9,2008-06-09
17338,2008-06-10,23.5,33.5,2008-06-10
17339,2008-06-11,23.2,33.7,2008-06-11
17340,2008-06-12,21.8,28.0,2008-06-12
17341,2008-06-13,22.4,30.3,2008-06-13
17342,2008-06-14,23.0,32.4,2008-06-14
17343,2008-06-15,23.2,32.3,2008-06-15
17344,2008-06-16,24.5,31.3,2008-06-16
17345,2008-06-17,23.2,30.3,2008-06-17
17346,2008-06-18,22.2,26.5,2008-06-18
17347,2008-06-19,22.0,30.1,2008-06-19
17348,2008-06-20,23.2,32.3,2008-06-20
17349,2008-06-21,23.5,32.7,2008-06-21
17350,2008-06-22,23.5,33.9,2008-06-22
17351,2008-06-23,23.7,33.3,2008-06-23
17352,2008-06-24,23.7,34.1,2008-06-24
17353,2008-06-25,23.5,34.5,2008-06-25
17354,2008-06-26,23.5,31.7,2008-06-26
17355,2008-06-27,22.4,30.1,2008-06-27
17356,2008-06-28,22.2,33.5,2008-06-28
17357,2008-06-29,24.7,33.5,2008-06-29
17358,2008-06-30,22.4,34.1,2008-06-30
17359,2008-07-01,23.5,33.7,2008-07-01
17360,2008-07-02,23.0,34.1,2008-07-02
17361,2008-07-03,23.2,34.5,2008-07-03
17362,2008-07-04,22.2,29.3,2008-07-04
17363,2008-07-05,22.8,33.5,2008-07-05
17364,2008-07-06,23.9,34.3,2008-07-06
17365,2008-07-07,24.3,33.7,2008-07-07
17366,2008-07-08,23.5,33.5,2008-07-08
17367,2008-07-09,24.3,34.3,2008-07-09
17368,2008-07-10,23.2,33.7,2008-07-10
17369,2008-07-11,23.0,31.1,2008-07-11
17370,2008-07-12,23.5,33.5,2008-07-12
17371,2008-07-13,23.9,34.3,2008-07-13
17372,2008-07-14,23.2,34.8,2008-07-14
17373,2008-07-15,21.8,34.0,2008-07-15
17374,2008-07-16,22.9,33.9,2008-07-16
17375,2008-07-17,22.4,32.7,2008-07-17
17376,2008-07-18,24.1,33.5,2008-07-18
17377,2008-07-19,24.1,33.9,2008-07-19
17378,2008-07-20,24.7,33.7,2008-07-20
17379,2008-07-21,23.7,34.9,2008-07-21
17380,2008-07-22,24.1,35.1,2008-07-22
17381,2008-07-23,24.1,34.5,2008-07-23
17382,2008-07-24,23.7,35.0,2008-07-24
17383,2008-07-25,22.4,31.0,2008-07-25
17384,2008-07-26,23.9,31.0,2008-07-26
17385,2008-07-27,23.5,33.7,2008-07-27
17386,2008-07-28,24.1,33.5,2008-07-28
17387,2008-07-29,23.7,34.0,2008-07-29
17388,2008-07-30,22.9,33.1,2008-07-30
17389,2008-07-31,23.9,34.5,2008-07-31
17390,2008-08-01,23.9,34.9,2008-08-01
17391,2008-08-02,23.2,35.5,2008-08-02
17392,2008-08-03,24.5,34.7,2008-08-03
17393,2008-08-04,24.5,34.9,2008-08-04
17394,2008-08-05,24.5,35.5,2008-08-05
17395,2008-08-06,24.1,35.5,2008-08-06
17396,2008-08-07,23.0,35.1,2008-08-07
17397,2008-08-08,24.3,34.8,2008-08-08
17398,2008-08-09,25.1,35.3,2008-08-09
17399,2008-08-10,25.1,35.0,2008-08-10
17400,2008-08-11,22.6,30.5,2008-08-11
17401,2008-08-12,22.6,32.5,2008-08-12
17402,2008-08-13,24.5,34.0,2008-08-13
17403,2008-08-14,23.2,36.0,2008-08-14
17404,2008-08-15,23.9,36.8,2008-08-15
17405,2008-08-16,24.9,34.7,2008-08-16
17406,2008-08-17,23.5,29.9,2008-08-17
17407,2008-08-18,24.1,35.1,2008-08-18
17408,2008-08-19,24.5,32.0,2008-08-19
17409,2008-08-20,23.7,34.5,2008-08-20
17410,2008-08-21,24.7,34.9,2008-08-21
17411,2008-08-22,23.5,34.7,2008-08-22
17412,2008-08-23,24.1,35.7,2008-08-23
17413,2008-08-24,23.9,34.7,2008-08-24
17414,2008-08-25,23.0,33.9,2008-08-25
17415,2008-08-26,22.9,34.3,2008-08-26
17416,2008-08-27,22.9,33.9,2008-08-27
17417,2008-08-28,24.1,30.7,2008-08-28
17418,2008-08-29,23.5,33.7,2008-08-29
17419,2008-08-30,24.1,35.5,2008-08-30
17420,2008-08-31,24.7,35.7,2008-08-31
17421,2008-09-01,24.5,34.7,2008-09-01
17422,2008-09-02,25.5,33.1,2008-09-02
17423,2008-09-03,23.5,30.1,2008-09-03
17424,2008-09-04,24.1,33.9,2008-09-04
17425,2008-09-05,24.7,35.1,2008-09-05
17426,2008-09-06,23.9,35.9,2008-09-06
17427,2008-09-07,23.9,34.5,2008-09-07
17428,2008-09-08,23.9,30.3,2008-09-08
17429,2008-09-09,24.3,34.5,2008-09-09
17430,2008-09-10,24.1,33.5,2008-09-10
17431,2008-09-11,23.9,34.9,2008-09-11
17432,2008-09-12,22.4,28.3,2008-09-12
17433,2008-09-13,22.2,31.9,2008-09-13
17434,2008-09-14,23.9,34.3,2008-09-14
17435,2008-09-15,24.1,33.9,2008-09-15
17436,2008-09-16,24.1,28.3,2008-09-16
17437,2008-09-17,23.2,33.2,2008-09-17
17438,2008-09-18,24.1,34.5,2008-09-18
17439,2008-09-19,25.1,34.3,2008-09-19
17440,2008-09-20,24.1,34.5,2008-09-20
17441,2008-09-21,25.3,35.0,2008-09-21
17442,2008-09-22,24.5,32.7,2008-09-22
17443,2008-09-23,24.0,33.1,2008-09-23
17444,2008-09-24,22.2,30.3,2008-09-24
17445,2008-09-25,21.8,31.0,2008-09-25
17446,2008-09-26,21.8,33.3,2008-09-26
17447,2008-09-27,24.5,35.3,2008-09-27
17448,2008-09-28,25.1,35.5,2008-09-28
17449,2008-09-29,22.0,33.7,2008-09-29
17450,2008-09-30,25.7,35.1,2008-09-30
17451,2008-10-01,25.3,35.8,2008-10-01
17452,2008-10-02,23.9,33.7,2008-10-02
17453,2008-10-03,22.8,29.3,2008-10-03
17454,2008-10-04,22.6,33.5,2008-10-04
17455,2008-10-05,24.9,35.8,2008-10-05
17456,2008-10-06,24.9,34.7,2008-10-06
17457,2008-10-07,24.1,32.3,2008-10-07
17458,2008-10-08,23.0,29.8,2008-10-08
17459,2008-10-09,23.0,30.7,2008-10-09
17460,2008-10-10,23.0,33.5,2008-10-10
17461,2008-10-11,23.2,34.0,2008-10-11
17462,2008-10-12,23.0,32.3,2008-10-12
17463,2008-10-13,24.7,33.9,2008-10-13
17464,2008-10-14,24.9,34.5,2008-10-14
17465,2008-10-15,22.7,34.5,2008-10-15
17466,2008-10-16,22.8,31.7,2008-10-16
17467,2008-10-17,23.0,30.1,2008-10-17
17468,2008-10-18,23.9,31.7,2008-10-18
17469,2008-10-19,23.9,30.1,2008-10-19
17470,2008-10-20,23.2,33.7,2008-10-20
17471,2008-10-21,25.1,33.7,2008-10-21
17472,2008-10-22,25.3,34.5,2008-10-22
17473,2008-10-23,25.3,31.5,2008-10-23
17474,2008-10-24,24.7,33.5,2008-10-24
17475,2008-10-25,23.0,29.1,2008-10-25
17476,2008-10-26,23.7,32.7,2008-10-26
17477,2008-10-27,23.5,34.3,2008-10-27
17478,2008-10-28,24.3,35.5,2008-10-28
17479,2008-10-29,23.2,29.9,2008-10-29
17480,2008-10-30,23.2,32.9,2008-10-30
17481,2008-10-31,24.5,32.9,2008-10-31
17482,2008-11-01,24.3,33.5,2008-11-01
17483,2008-11-02,23.5,33.0,2008-11-02
17484,2008-11-03,25.5,34.8,2008-11-03
17485,2008-11-04,24.3,34.9,2008-11-04
17486,2008-11-05,21.8,29.5,2008-11-05
17487,2008-11-06,21.6,32.5,2008-11-06
17488,2008-11-07,22.7,33.3,2008-11-07
17489,2008-11-08,22.6,33.4,2008-11-08
17490,2008-11-09,24.7,35.7,2008-11-09
17491,2008-11-10,23.9,33.7,2008-11-10
17492,2008-11-11,24.9,34.1,2008-11-11
17493,2008-11-12,22.6,32.1,2008-11-12
17494,2008-11-13,23.2,31.7,2008-11-13
17495,2008-11-14,23.9,33.9,2008-11-14
17496,2008-11-15,25.3,30.5,2008-11-15
17497,2008-11-16,24.3,33.3,2008-11-16
17498,2008-11-17,23.0,26.3,2008-11-17
17499,2008-11-18,23.0,32.5,2008-11-18
17500,2008-11-19,24.3,34.0,2008-11-19
17501,2008-11-20,25.5,33.3,2008-11-20
17502,2008-11-21,22.8,28.3,2008-11-21
17503,2008-11-22,22.8,32.7,2008-11-22
17504,2008-11-23,24.9,34.5,2008-11-23
17505,2008-11-24,23.2,33.0,2008-11-24
17506,2008-11-25,23.7,32.3,2008-11-25
17507,2008-11-26,22.6,26.7,2008-11-26
17508,2008-11-27,23.0,31.5,2008-11-27
17509,2008-11-28,24.1,30.1,2008-11-28
17510,2008-11-29,24.1,33.3,2008-11-29
17511,2008-11-30,24.7,34.0,2008-11-30
17512,2008-12-01,21.8,33.7,2008-12-01
17513,2008-12-02,22.0,31.7,2008-12-02
17514,2008-12-03,24.5,34.3,2008-12-03
17515,2008-12-04,22.2,28.3,2008-12-04
17516,2008-12-05,24.1,32.7,2008-12-05
17517,2008-12-06,22.8,33.5,2008-12-06
17518,2008-12-07,23.5,31.9,2008-12-07
17519,2008-12-08,23.5,32.5,2008-12-08
17520,2008-12-09,24.1,33.5,2008-12-09
17521,2008-12-10,24.1,33.7,2008-12-10
17522,2008-12-11,24.9,33.1,2008-12-11
17523,2008-12-12,25.3,32.6,2008-12-12
17524,2008-12-13,24.9,32.7,2008-12-13
17525,2008-12-14,25.1,33.9,2008-12-14
17526,2008-12-15,24.3,30.7,2008-12-15
17527,2008-12-16,23.7,33.3,2008-12-16
17528,2008-12-17,23.5,29.9,2008-12-17
17529,2008-12-18,22.8,32.9,2008-12-18
17530,2008-12-19,22.6,30.1,2008-12-19
17531,2008-12-20,23.7,32.7,2008-12-20
17532,2008-12-21,24.9,31.9,2008-12-21
17533,2008-12-22,22.0,29.7,2008-12-22
17534,2008-12-23,21.6,30.3,2008-12-23
17535,2008-12-24,22.8,33.1,2008-12-24
17536,2008-12-25,24.0,32.5,2008-12-25
17537,2008-12-26,23.2,32.9,2008-12-26
17538,2008-12-27,23.2,28.1,2008-12-27
17539,2008-12-28,23.2,32.5,2008-12-28
17540,2008-12-29,23.7,33.5,2008-12-29
17541,2008-12-30,23.0,27.9,2008-12-30
17542,2008-12-31,22.6,30.3,2008-12-31
17543,2009-01-01,23.2,31.9,2009-01-01
17544,2009-01-02,24.1,33.5,2009-01-02
17545,2009-01-03,23.9,33.3,2009-01-03
17546,2009-01-04,24.3,33.1,2009-01-04
17547,2009-01-05,23.5,31.5,2009-01-05
17548,2009-01-06,24.7,33.9,2009-01-06
17549,2009-01-07,23.7,28.5,2009-01-07
17550,2009-01-08,23.0,30.1,2009-01-08
17551,2009-01-09,23.0,29.7,2009-01-09
17552,2009-01-10,24.1,30.7,2009-01-10
17553,2009-01-11,23.0,29.3,2009-01-11
17554,2009-01-12,22.8,30.1,2009-01-12
17555,2009-01-13,23.5,32.1,2009-01-13
17556,2009-01-14,23.5,25.9,2009-01-14
17557,2009-01-15,22.8,32.3,2009-01-15
17558,2009-01-16,23.0,31.1,2009-01-16
17559,2009-01-17,21.8,31.5,2009-01-17
17560,2009-01-18,22.4,32.3,2009-01-18
17561,2009-01-19,22.4,30.7,2009-01-19
17562,2009-01-20,23.0,32.1,2009-01-20
17563,2009-01-21,22.4,31.0,2009-01-21
17564,2009-01-22,22.8,29.9,2009-01-22
17565,2009-01-23,23.7,27.3,2009-01-23
17566,2009-01-24,23.7,30.5,2009-01-24
17567,2009-01-25,23.7,31.3,2009-01-25
17568,2009-01-26,24.3,31.3,2009-01-26
17569,2009-01-27,22.0,27.3,2009-01-27
17570,2009-01-28,22.0,30.7,2009-01-28
17571,2009-01-29,22.2,26.1,2009-01-29
17572,2009-01-30,22.0,30.1,2009-01-30
17573,2009-01-31,22.6,30.3,2009-01-31
17574,2009-02-01,22.6,30.5,2009-02-01
17575,2009-02-02,22.4,33.0,2009-02-02
17576,2009-02-03,24.3,32.3,2009-02-03
17577,2009-02-04,23.0,30.5,2009-02-04
17578,2009-02-05,23.0,29.3,2009-02-05
17579,2009-02-06,24.1,31.7,2009-02-06
17580,2009-02-07,24.5,31.3,2009-02-07
17581,2009-02-08,21.8,25.3,2009-02-08
17582,2009-02-09,21.8,32.1,2009-02-09
17583,2009-02-10,23.9,32.7,2009-02-10
17584,2009-02-11,22.6,31.3,2009-02-11
17585,2009-02-12,23.0,31.3,2009-02-12
17586,2009-02-13,23.7,30.5,2009-02-13
17587,2009-02-14,22.6,28.7,2009-02-14
17588,2009-02-15,23.0,28.1,2009-02-15
17589,2009-02-16,22.2,31.5,2009-02-16
17590,2009-02-17,24.3,31.7,2009-02-17
17591,2009-02-18,24.3,30.9,2009-02-18
17592,2009-02-19,23.9,31.9,2009-02-19
17593,2009-02-20,23.2,28.7,2009-02-20
17594,2009-02-21,23.2,26.5,2009-02-21
17595,2009-02-22,23.2,31.5,2009-02-22
17596,2009-02-23,24.1,31.5,2009-02-23
17597,2009-02-24,23.0,25.3,2009-02-24
17598,2009-02-25,22.4,32.3,2009-02-25
17599,2009-02-26,22.8,30.5,2009-02-26
17600,2009-02-27,24.1,31.5,2009-02-27
17601,2009-02-28,24.7,29.0,2009-02-28
17602,2009-03-01,23.0,31.7,2009-03-01
17603,2009-03-02,24.3,32.3,2009-03-02
17604,2009-03-03,24.5,33.3,2009-03-03
17605,2009-03-04,23.9,31.1,2009-03-04
17606,2009-03-05,23.0,29.7,2009-03-05
17607,2009-03-06,23.5,31.5,2009-03-06
17608,2009-03-07,24.1,32.3,2009-03-07
17609,2009-03-08,23.5,29.3,2009-03-08
17610,2009-03-09,24.3,31.9,2009-03-09
17611,2009-03-10,24.1,32.1,2009-03-10
17612,2009-03-11,22.4,30.1,2009-03-11
17613,2009-03-12,22.2,31.3,2009-03-12
17614,2009-03-13,22.4,28.3,2009-03-13
17615,2009-03-14,24.3,31.7,2009-03-14
17616,2009-03-15,24.3,29.5,2009-03-15
17617,2009-03-16,24.1,29.5,2009-03-16
17618,2009-03-17,23.5,31.3,2009-03-17
17619,2009-03-18,24.1,32.9,2009-03-18
17620,2009-03-19,23.9,32.9,2009-03-19
17621,2009-03-20,23.9,28.3,2009-03-20
17622,2009-03-21,23.9,29.3,2009-03-21
17623,2009-03-22,24.3,32.5,2009-03-22
17624,2009-03-23,23.0,31.9,2009-03-23
17625,2009-03-24,23.0,28.1,2009-03-24
17626,2009-03-25,22.6,31.3,2009-03-25
17627,2009-03-26,21.6,30.1,2009-03-26
17628,2009-03-27,22.0,32.5,2009-03-27
17629,2009-03-28,24.5,33.5,2009-03-28
17630,2009-03-29,23.2,31.3,2009-03-29
17631,2009-03-30,23.5,29.0,2009-03-30
17632,2009-03-31,23.7,32.9,2009-03-31
17633,2009-04-01,23.0,31.7,2009-04-01
17634,2009-04-02,22.4,32.7,2009-04-02
17635,2009-04-03,23.0,32.3,2009-04-03
17636,2009-04-04,24.1,32.5,2009-04-04
17637,2009-04-05,24.3,31.1,2009-04-05
17638,2009-04-06,24.9,33.5,2009-04-06
17639,2009-04-07,24.9,33.1,2009-04-07
17640,2009-04-08,22.8,31.5,2009-04-08
17641,2009-04-09,23.7,32.3,2009-04-09
17642,2009-04-10,23.8,31.1,2009-04-10
17643,2009-04-11,23.7,27.3,2009-04-11
17644,2009-04-12,22.6,32.5,2009-04-12
17645,2009-04-13,24.1,32.7,2009-04-13
17646,2009-04-14,24.9,30.9,2009-04-14
17647,2009-04-15,23.7,31.9,2009-04-15
17648,2009-04-16,23.2,31.3,2009-04-16
17649,2009-04-17,23.2,31.7,2009-04-17
17650,2009-04-18,24.3,30.3,2009-04-18
17651,2009-04-19,23.2,30.3,2009-04-19
17652,2009-04-20,23.0,31.3,2009-04-20
17653,2009-04-21,23.7,31.3,2009-04-21
17654,2009-04-22,25.3,32.3,2009-04-22
17655,2009-04-23,24.3,33.3,2009-04-23
17656,2009-04-24,24.3,32.5,2009-04-24
17657,2009-04-25,25.3,32.3,2009-04-25
17658,2009-04-26,24.7,32.5,2009-04-26
17659,2009-04-27,24.9,32.3,2009-04-27
17660,2009-04-28,24.3,32.3,2009-04-28
17661,2009-04-29,24.3,32.9,2009-04-29
17662,2009-04-30,23.0,29.5,2009-04-30
17663,2009-05-01,23.0,30.5,2009-05-01
17664,2009-05-02,24.1,29.9,2009-05-02
17665,2009-05-03,23.9,28.5,2009-05-03
17666,2009-05-04,23.2,29.9,2009-05-04
17667,2009-05-05,23.2,32.3,2009-05-05
17668,2009-05-06,24.5,29.1,2009-05-06
17669,2009-05-07,22.6,32.0,2009-05-07
17670,2009-05-08,24.3,33.7,2009-05-08
17671,2009-05-09,24.9,32.3,2009-05-09
17672,2009-05-10,23.5,27.7,2009-05-10
17673,2009-05-11,23.5,30.1,2009-05-11
17674,2009-05-12,24.1,30.9,2009-05-12
17675,2009-05-13,23.2,28.9,2009-05-13
17676,2009-05-14,23.2,31.1,2009-05-14
17677,2009-05-15,23.2,32.5,2009-05-15
17678,2009-05-16,24.9,31.9,2009-05-16
17679,2009-05-17,24.3,32.1,2009-05-17
17680,2009-05-18,23.5,32.3,2009-05-18
17681,2009-05-19,24.7,31.1,2009-05-19
17682,2009-05-20,23.9,29.3,2009-05-20
17683,2009-05-21,23.9,32.1,2009-05-21
17684,2009-05-22,24.5,31.3,2009-05-22
17685,2009-05-23,23.9,29.7,2009-05-23
17686,2009-05-24,24.3,32.0,2009-05-24
17687,2009-05-25,24.5,31.7,2009-05-25
17688,2009-05-26,24.3,31.7,2009-05-26
17689,2009-05-27,24.5,30.1,2009-05-27
17690,2009-05-28,24.3,30.9,2009-05-28
17691,2009-05-29,23.5,32.1,2009-05-29
17692,2009-05-30,24.1,30.9,2009-05-30
17693,2009-05-31,24.1,31.9,2009-05-31
17694,2009-06-01,23.0,30.9,2009-06-01
17695,2009-06-02,24.5,30.9,2009-06-02
17696,2009-06-03,24.7,29.5,2009-06-03
17697,2009-06-04,24.1,31.5,2009-06-04
17698,2009-06-05,24.1,31.7,2009-06-05
17699,2009-06-06,23.7,28.5,2009-06-06
17700,2009-06-07,23.7,31.7,2009-06-07
17701,2009-06-08,24.5,31.5,2009-06-08
17702,2009-06-09,23.5,31.0,2009-06-09
17703,2009-06-10,24.1,30.5,2009-06-10
17704,2009-06-11,23.5,31.9,2009-06-11
17705,2009-06-12,23.7,26.9,2009-06-12
17706,2009-06-13,23.2,31.1,2009-06-13
17707,2009-06-14,24.5,29.7,2009-06-14
17708,2009-06-15,24.1,28.7,2009-06-15
17709,2009-06-16,22.6,31.3,2009-06-16
17710,2009-06-17,24.3,28.9,2009-06-17
17711,2009-06-18,24.1,31.9,2009-06-18
17712,2009-06-19,23.7,32.1,2009-06-19
17713,2009-06-20,23.2,32.5,2009-06-20
17714,2009-06-21,24.7,32.9,2009-06-21
17715,2009-06-22,26.1,32.5,2009-06-22
17716,2009-06-23,24.3,33.3,2009-06-23
17717,2009-06-24,23.5,30.9,2009-06-24
17718,2009-06-25,24.1,30.9,2009-06-25
17719,2009-06-26,23.7,32.5,2009-06-26
17720,2009-06-27,23.7,32.1,2009-06-27
17721,2009-06-28,23.5,31.9,2009-06-28
17722,2009-06-29,24.3,32.3,2009-06-29
17723,2009-06-30,24.1,33.3,2009-06-30
17724,2009-07-01,24.5,33.1,2009-07-01
17725,2009-07-02,25.3,33.3,2009-07-02
17726,2009-07-03,23.2,32.7,2009-07-03
17727,2009-07-04,23.2,33.5,2009-07-04
17728,2009-07-05,24.7,31.3,2009-07-05
17729,2009-07-06,23.2,32.9,2009-07-06
17730,2009-07-07,23.2,32.9,2009-07-07
17731,2009-07-08,24.1,32.3,2009-07-08
17732,2009-07-09,24.1,32.5,2009-07-09
17733,2009-07-10,24.5,32.5,2009-07-10
17734,2009-07-11,23.2,32.5,2009-07-11
17735,2009-07-12,23.2,33.3,2009-07-12
17736,2009-07-13,22.8,33.9,2009-07-13
17737,2009-07-14,24.3,32.7,2009-07-14
17738,2009-07-15,24.3,31.1,2009-07-15
17739,2009-07-16,23.7,33.2,2009-07-16
17740,2009-07-17,24.4,32.9,2009-07-17
17741,2009-07-18,24.3,33.7,2009-07-18
17742,2009-07-19,24.5,33.1,2009-07-19
17743,2009-07-20,24.3,33.0,2009-07-20
17744,2009-07-21,25.5,33.3,2009-07-21
17745,2009-07-22,23.5,33.8,2009-07-22
17746,2009-07-23,24.5,33.7,2009-07-23
17747,2009-07-24,25.5,33.9,2009-07-24
17748,2009-07-25,25.1,32.9,2009-07-25
17749,2009-07-26,25.3,31.9,2009-07-26
17750,2009-07-27,24.5,32.9,2009-07-27
17751,2009-07-28,24.1,33.7,2009-07-28
17752,2009-07-29,23.7,34.9,2009-07-29
17753,2009-07-30,25.3,34.9,2009-07-30
17754,2009-07-31,25.1,32.7,2009-07-31
17755,2009-08-01,24.3,34.1,2009-08-01
17756,2009-08-02,25.3,34.1,2009-08-02
17757,2009-08-03,24.3,34.3,2009-08-03
17758,2009-08-04,24.3,34.7,2009-08-04
17759,2009-08-05,25.3,34.5,2009-08-05
17760,2009-08-06,25.7,34.7,2009-08-06
17761,2009-08-07,25.9,34.7,2009-08-07
17762,2009-08-08,25.7,35.1,2009-08-08
17763,2009-08-09,23.9,33.1,2009-08-09
17764,2009-08-10,23.9,33.7,2009-08-10
17765,2009-08-11,25.7,34.5,2009-08-11
17766,2009-08-12,25.1,34.6,2009-08-12
17767,2009-08-13,25.3,35.0,2009-08-13
17768,2009-08-14,26.2,35.1,2009-08-14
17769,2009-08-15,25.7,34.7,2009-08-15
17770,2009-08-16,25.7,34.1,2009-08-16
17771,2009-08-17,25.6,35.5,2009-08-17
17772,2009-08-18,26.3,35.9,2009-08-18
17773,2009-08-19,26.1,35.7,2009-08-19
17774,2009-08-20,25.7,36.0,2009-08-20
17775,2009-08-21,26.1,36.1,2009-08-21
17776,2009-08-22,25.7,36.1,2009-08-22
17777,2009-08-23,25.9,34.3,2009-08-23
17778,2009-08-24,25.3,34.7,2009-08-24
17779,2009-08-25,25.5,35.1,2009-08-25
17780,2009-08-26,25.3,34.5,2009-08-26
17781,2009-08-27,25.5,34.5,2009-08-27
17782,2009-08-28,25.5,33.1,2009-08-28
17783,2009-08-29,24.9,34.5,2009-08-29
17784,2009-08-30,24.9,35.1,2009-08-30
17785,2009-08-31,25.3,34.9,2009-08-31
17786,2009-09-01,24.5,34.1,2009-09-01
17787,2009-09-02,25.3,35.5,2009-09-02
17788,2009-09-03,25.3,36.2,2009-09-03
17789,2009-09-04,25.3,36.0,2009-09-04
17790,2009-09-05,25.3,36.8,2009-09-05
17791,2009-09-06,25.3,36.7,2009-09-06
17792,2009-09-07,25.7,36.5,2009-09-07
17793,2009-09-08,27.0,35.9,2009-09-08
17794,2009-09-09,26.3,36.5,2009-09-09
17795,2009-09-10,24.3,36.7,2009-09-10
17796,2009-09-11,26.3,32.7,2009-09-11
17797,2009-09-12,25.5,32.5,2009-09-12
17798,2009-09-13,25.1,35.1,2009-09-13
17799,2009-09-14,24.5,34.7,2009-09-14
17800,2009-09-15,25.9,35.5,2009-09-15
17801,2009-09-16,25.3,36.0,2009-09-16
17802,2009-09-17,25.9,36.1,2009-09-17
17803,2009-09-18,25.1,33.0,2009-09-18
17804,2009-09-19,24.7,35.3,2009-09-19
17805,2009-09-20,25.5,35.7,2009-09-20
17806,2009-09-21,25.7,35.0,2009-09-21
17807,2009-09-22,25.8,35.4,2009-09-22
17808,2009-09-23,25.7,36.5,2009-09-23
17809,2009-09-24,25.5,36.7,2009-09-24
17810,2009-09-25,27.0,36.1,2009-09-25
17811,2009-09-26,25.9,36.5,2009-09-26
17812,2009-09-27,25.7,35.1,2009-09-27
17813,2009-09-28,24.1,35.9,2009-09-28
17814,2009-09-29,24.3,37.2,2009-09-29
17815,2009-09-30,26.3,36.5,2009-09-30
17816,2009-10-01,26.3,35.5,2009-10-01
17817,2009-10-02,25.5,36.3,2009-10-02
17818,2009-10-03,25.7,36.4,2009-10-03
17819,2009-10-04,25.5,37.1,2009-10-04
17820,2009-10-05,25.5,37.4,2009-10-05
17821,2009-10-06,27.0,37.6,2009-10-06
17822,2009-10-07,28.4,37.0,2009-10-07
17823,2009-10-08,27.0,37.7,2009-10-08
17824,2009-10-09,25.3,36.0,2009-10-09
17825,2009-10-10,23.0,31.7,2009-10-10
17826,2009-10-11,22.9,35.7,2009-10-11
17827,2009-10-12,25.7,35.7,2009-10-12
17828,2009-10-13,24.9,31.5,2009-10-13
17829,2009-10-14,24.7,33.9,2009-10-14
17830,2009-10-15,24.7,31.5,2009-10-15
17831,2009-10-16,24.7,31.5,2009-10-16
17832,2009-10-17,25.7,34.5,2009-10-17
17833,2009-10-18,25.5,36.0,2009-10-18
17834,2009-10-19,26.3,34.3,2009-10-19
17835,2009-10-20,25.1,35.0,2009-10-20
17836,2009-10-21,25.5,34.1,2009-10-21
17837,2009-10-22,25.5,35.9,2009-10-22
17838,2009-10-23,25.7,37.1,2009-10-23
